日期,"最新价 
(RMZ Index)","自由流通股市值 
(RMZ Index)","股票指数每日净股利 
(RMZ Index)"
2010-03-24,681.11,251707.140625,0.0706330016255379
2010-03-23,677.24,250278.75,0.4360593284169833
2010-03-22,679.47,251063.078125,0.0233369991183281
2010-03-19,671.45,247785.875,0.0237930007278919
2010-03-18,678.56,250384.4375,0.16106310942106777
2010-03-17,681.3,251286.5,0.0185400005429983
2010-03-16,672.38,247999.6875,0.06779870356398598
2010-03-15,656.76,242216.625,0.0686110034584999
2010-03-12,658.89,242985.921875,0.0433170013129711
2010-03-11,653.35,240837.9375,0.113485001027584
2010-03-10,650.37,239726.734375,0.0231909994035959
2010-03-09,646.84,238692.125,0.834080994129181
2010-03-08,643.37,237411.75,0.226333007216454
2010-03-05,636.16,234701.59375,0.36120166691641026
2010-03-04,619.25,228498.953125,0.4738718894206817
2010-03-03,615.61,227444.3125,0.35380218785118195
2010-03-02,617.79,228220.0,0.0799280032515526
2010-03-01,616.95,227784.25,0.3025340268411387
2010-02-26,612.26,225419.265625,0.24542140598129106
2010-02-25,612.52,225346.03125,0.20929447869132745
2010-02-24,610.2,224205.90625,0.2524166371712524
2010-02-23,604.09,221963.40625,0.119644999504089
2010-02-22,609.26,223777.296875,0.19378537178888963
2010-02-19,607.02,223196.421875,0.18861566948807704
2010-02-18,605.74,222532.3125,0.16734868026035188
2010-02-17,597.71,219582.296875,0.1832499071791062
2010-02-16,592.22,217496.578125,0.1797380856425117
2010-02-15,584.9400543900545,210092.40625,0.128847002983093
2010-02-12,575.08,210092.40625,0.0559859983623028
2010-02-11,569.6,208087.015625,0.12152369566263584
2010-02-10,564.52,206253.875,0.111454002559185
2010-02-09,564.06,206003.0,0.481797009706497
2010-02-08,565.41,206087.5,0.415362000465393
2010-02-05,579.61,211258.171875,0.370095998048782
2010-02-04,568.14,207108.65625,0.4224183360735574
2010-02-03,590.35,215142.734375,0.40262544486257745
2010-02-02,601.07,219048.796875,0.248184993863106
2010-02-01,592.53,215596.734375,0.0156800001859665
2010-01-29,581.89,211743.9375,0.22216347963721664
2010-01-28,584.6,212733.859375,0.16200949122876304
2010-01-27,590.39,214877.125,0.13328432368398205
2010-01-26,585.27,213155.890625,0.0586559996008873
2010-01-25,590.36,214681.71875,0.241564005613327
2010-01-22,586.33,213229.375,0.288603991270065
2010-01-21,600.58,218405.421875,0.19627466549475978
2010-01-20,619.12,225013.015625,0.2421475541260506
2010-01-19,627.94,228208.765625,0.150497004389763
2010-01-18,621.62020979021,222835.953125,0.19630640800352447
2010-01-15,613.65,222835.953125,0.00742499995976686
2010-01-14,618.35,224368.890625,0.11807613745101812
2010-01-13,620.22,225056.3125,0.10726918180476981
2010-01-12,607.34,220371.40625,0.125385001301765
2010-01-11,617.91,224266.203125,0.16575999557972
2010-01-08,613.8,222761.625,0.0332899987697601
2010-01-07,619.49,224830.265625,0.10814499855041503
2010-01-06,612.24,222195.84375,0.1023983309666317
2010-01-05,613.59,222675.59375,0.08127777609560227
2010-01-04,612.51,222254.703125,0.0115329995751381
2010-01-01,613.7633333333333,223525.90625,0.0158360004425049
2009-12-31,616.0,223525.90625,0.149610996246338
2009-12-30,628.05,227877.84375,0.05899333208799367
